STATEAbbrv,STATEFP,PopulationEstimate2019,PopulationDensity2010,NumAdultsChronicCond,MedianAge2010,DiabetesPercentage,HeartDiseaseMortality,StrokeMortality,Smokers_Percentage,RespMortalityRate2014,TotalM_D__s_TotNon_FedandFed2017,x_Hospitals,x_ICU_beds,SVIPercentile,PopulationEstimate65_2017,MaskNever,MaskRare,MaskSome,MaskFreq,MaskAlways,PovertyRate,GiniCoeff,PercPop_StayHome,Avg_DailyTrip,FracPopSpending6+OutHome
AL,1,-0.208253605112493,-0.210551386672067,1.7315195632031,0.0907823648417156,2.1383859870246,2.00759443890508,2.35527917383811,1.05553173879601,1.48614959879362,-0.653112589002966,-0.204508421597537,1.36470776971206,0.972444368448057,0.288117220051635,0.484024314321109,0.299384095496733,1.07069737875042,0.694511985489245,-0.671522399956497,1.2119663470398,0.683622328156974,-1.71071285836299,-0.575622347837314,2.36469589743713
AK,2,-0.775001659616717,-0.27821733108997,-0.640856917861954,-1.55858393705516,-0.74778373978498,-0.782235859933744,-0.124120838258958,0.540025226620502,-0.301040617994944,-0.456244107832082,0.68686562226366,-1.06178897324598,-0.0442568388179167,-2.36205449923109,-0.0927886515895821,-0.0341654644804132,-0.502034734158113,1.31253100233706,-0.217297454768749,0.18650969528244,-2.05700845401076,1.55233112528369,-1.78976195802565,-0.781181443443562
AZ,4,0.114479933594713,-0.238213108585394,-0.673644022575548,-0.646832313153688,-0.39921105895479,-1.11209806791654,-1.33895204272217,-0.465176629410481,-0.370928674873997,-0.535790131035194,-0.709320169274942,-0.228335799746039,1.65276618514074,0.34916158675713,-0.824758868557762,-0.712509731319084,-0.776614263793203,-1.0222542281211,0.889177616168397,0.292591417878028,0.115920237565087,0.879607257622038,-2.07570748493604,-1.00657078044607
AR,5,-0.464396516233593,-0.238430917419357,1.27294615278223,-0.0698964694055403,1.68364627525182,1.91158545245252,1.39979782399554,1.31172561336541,1.14679239477119,-0.71584512884976,0.292004069254715,0.230713996460188,1.20778009499422,0.364511225704435,0.493287938930637,0.292238756463177,0.974436400902697,0.767214443213933,-0.667017852130976,1.31804806963539,0.527014854890246,-1.64662296826594,-0.437647336741195,0.979145888854671
CA,6,4.49363940453425,-0.105494925757147,-1.05356912275694,-1.04145310520512,-0.687693428733518,-0.768776270498015,-0.217331946507564,-1.74509734596762,-1.16292202718506,0.0712357141196162,-0.8597251945296,-0.688955375620973,1.22172996491807,-0.988856158366507,-0.960482306460544,-1.09403071375041,-1.26754829769685,-1.28100732630097,1.23145201789467,0.0450673984883212,1.14365678087799,1.178407816528,-2.3252292540723,-0.972650128701241
CO,8,-0.0920206931691941,-0.243876138268437,-1.46040893914199,-0.60512466574189,-1.95643510073412,-1.38812843921579,-0.509450220209699,-0.77179416653632,0.0987100298731611,-0.0840433429924345,-0.463924599015112,-0.617265866949899,-0.883234364834026,-1.26239590529441,-0.836848763795673,-0.451389352032233,-0.553012999448953,0.472060362935789,0.344065705547899,-0.768225808077859,-0.388160067012193,0.662311235417231,1.26855443868362,-0.70554726586822
CT,9,-0.390016913697388,0.256793768068321,0.0271461883158341,1.08843342179102,-0.944420447581021,-0.728580069069588,-1.78702024891175,-1.56520101969546,-1.04349561248763,1.10321624580197,-0.853471601807165,-0.635075016816911,-0.257525706335377,0.549635964239137,-1.02950136926625,-1.04515350536425,-1.08831935336996,-1.77504245066315,1.33177585925477,-0.556062362886682,1.48134164510937,0.181955458875119,-0.0489610473120078,-0.12739964090393
DE,10,-0.742094422411694,0.0554658025416632,0.582497790282692,0.671637756909593,0.358086489374616,-0.0600654276332571,0.676121989614472,-0.056658079649529,-0.331250808525564,-0.319496570714527,-1.01368732151115,-0.603263836392204,-0.120224614153534,1.06125736159171,-0.99474789415485,-1.34614010892544,-1.25225888849237,-2.07869289564698,1.53455553325296,-1.2986344210558,-0.544767540278921,-0.0588061100333061,-0.236039877789355,-0.8634258834472
DC,11,-0.778506236429191,6.87702067343533,-1.26650490296773,-1.65432089928742,-0.272114478752027,1.26927856190988,-0.0947941928968158,0.0271549415435569,-2.20995263154276,5.03057897194782,-0.847274639546146,3.50450805637128,0.849053129646381,-2.06293620659895,-1.27101813417069,-1.23623587131173,-0.736154954611565,-0.696638401263307,1.05914931573997,0.858360605054501,3.0620983283954,3.65239594019377,0.290720881059082,-0.874910064425262
FL,12,2.0435215001888,-0.0245426424674881,0.331493046048342,1.54361051340886,-0.189458228475184,-0.518043392879934,0.0397474306375974,0.384760800679383,-0.632363297172387,-0.112685475535242,-0.862490678222244,0.527761797448374,0.913978183440761,1.96534125894703,-0.500375229259546,-0.591289816973509,-0.555263614891393,-0.718525922457272,0.635186687158685,0.575476011466265,1.03109515946753,-0.455673194942947,-0.74722357922336,0.347022027858294
